video_id, title,url, is_japanese_caption, has_checked_caption
lY8c8jDPSgE,Kamehameha the Great - Law of the Splintered Paddle - Extra History - #2,https://www.youtube.com/watch?v=lY8c8jDPSgE,true,true,
a3w9pmvpyDM,D-Day - The Secret War - Extra History - #2,https://www.youtube.com/watch?v=a3w9pmvpyDM,true,true,
nr9NsS2FDIA,The Articles of Confederation - Lies - Extra History,https://www.youtube.com/watch?v=nr9NsS2FDIA,false,true,
RaBNaJAcyzE,♫ Articles of Confederation: Article 11 - Sean and Dean Kiner - Extra History Music,https://www.youtube.com/watch?v=RaBNaJAcyzE,false,true,
EyPLDItxGgA,D Day - La Résistance - Extra History - #3,https://www.youtube.com/watch?v=EyPLDItxGgA,true,true,
KkMP328eU5Q,The Bronze Age Collapse - Before the Storm - Extra History - #1,https://www.youtube.com/watch?v=KkMP328eU5Q,true,true,
KxFliX-w6kI,D-Day - The Atlantic Wall - Extra History - #4,https://www.youtube.com/watch?v=KxFliX-w6kI,true,true,
QMBM1qazAXE,The Bronze Age Collapse - The Wheel and the Rod - Extra History - #2,https://www.youtube.com/watch?v=QMBM1qazAXE,true,true,
y-8uv4D7cOE,The Bronze Age Collapse - Fire and Sword - Extra History - #3,https://www.youtube.com/watch?v=y-8uv4D7cOE,true,true,
3HaqpSPVhW8,The Bronze Age Collapse - Systems Collapse - Extra History - #4,https://www.youtube.com/watch?v=3HaqpSPVhW8,true,true,
yPrcfawo9UM,The Alphabet - Origins of Writing - Extra History,https://www.youtube.com/watch?v=yPrcfawo9UM,false,true,
x-dHHyeOrAY,D-Day - Lies - Extra History,https://www.youtube.com/watch?v=x-dHHyeOrAY,false,true,
lFfHp83Xm04,Saragarhi - The Last Stand - Extra History,https://www.youtube.com/watch?v=lFfHp83Xm04,false,true,
nzK62clVNdc,♫ The Bronze Age Collapse: Collapse - Sean and Dean Kiner - Extra History Music,https://www.youtube.com/watch?v=nzK62clVNdc,false,true,
f_eTD0NxTvw,The Bronze Age Collapse - Lies - Extra History,https://www.youtube.com/watch?v=f_eTD0NxTvw,false,true,
VyBPAz1H-lU,Great Northern War - When Sweden Ruled the World - Extra History - #1,https://www.youtube.com/watch?v=VyBPAz1H-lU,false,true,
QCTohrWP-Lo,Great Northern War - A Good Plan - Extra History - #2,https://www.youtube.com/watch?v=QCTohrWP-Lo,false,true,
dovxeQEDils,Great Northern War - Young and Violent - Extra History - #3,https://www.youtube.com/watch?v=dovxeQEDils,false,true,
M6Oon1XGWRc,Great Northern War - Clash of Kings - Extra History - #4,https://www.youtube.com/watch?v=M6Oon1XGWRc,false,true,
0dPI1PzyWjg,Great Northern War - Rise and Fall - Extra History - #5,https://www.youtube.com/watch?v=0dPI1PzyWjg,false,true,
mZ1jkjfRKJM,The Collapse of the Carolingian Empire - Echoes of History - Extra History,https://www.youtube.com/watch?v=mZ1jkjfRKJM,false,true,
1hGAdzbef4g,Great Northern War - Lies - Extra History,https://www.youtube.com/watch?v=1hGAdzbef4g,false,true,
